Month,avg_t_diff
6,8.766399965212853
7,9.120664680076153
5,9.254348284737752
4,9.59980853748749
3,9.634934461242095
8,9.80328557312253
2,9.926933776022972
9,10.093619725470258
1,10.18749330366341
12,10.242840999455908
10,10.330705843182953
11,10.33939708041807
